Laptop Name,School Review,School Rating,Gaming Review,Gaming Rating,Multimedia Review,Multimedia Rating,Workstation Review,Workstation Rating,Business Review,Business Rating,Overall Review
Apple MacBook Pro 14 (2021),"The Apple MacBook Pro 14 is excellent for school use. It's a well-built and portable laptop with a battery that lasts easily through a typical school day of light productivity. The screen is sharp and bright, the keyboard doesn't cause fatigue over time, and the touchpad is large and responsive. Its M1 Pro and M1 Max SoCs can handle nearly every type of workload, including demanding tasks like 3D animation or graphic design. The port selection is excellent, but it lacks USB-A ports, so you'll likely need dongles for your wired peripherals.",8.7,"The Apple MacBook Pro 14 has the hardware to run graphically intensive games, especially the top-end M1 Max model with 32 GPU cores. However, the gaming experience can vary significantly depending on whether the game runs natively or through Rosetta 2. Also, the display has a slow response time, which isn't ideal for fast-moving games.",7.7,"The Apple MacBook Pro 14 is great for media consumption. It's a very portable device with a battery that lasts well over 9 hours of video playback, enough time to get you through a couple of full-length movies. It has a sharp Mini LED display that produces deep blacks and gets incredibly bright to deliver a true HDR experience. Also, the display's color accuracy is superb out of the box, so you get an accurate and natural-looking image. The speakers sound well-balanced and full, but they don't get very loud.",8.3,"The Apple MacBook Pro 14 is great as a workstation. Its M1 Pro and M1 Max SoC can handle nearly every type of workload, including demanding tasks like video editing and 3D rendering. There's minimal throttling under load, and while the keyboard can get a little uncomfortable due to heat, the fans don't get very loud. The storage drive is fast, making large file transfers a breeze, and the port selection is excellent as it includes a full-size HDMI, SD card reader, and USB-Cs with Thunderbolt 4 support. Unfortunately, you can't replace any components other than the battery.",8.4,"The Apple MacBook Pro 14 is great for business use. It's an exceptionally well-built laptop that's also easy to carry around, and its battery lasts over 12 hours of light productivity. The keyboard is comfortable to type on, the touchpad is large and responsive, and the webcam captures a detailed image for video calls. Its M1 Pro and M1 Max SoCs are more than capable of handling productivity tasks like web browsing, text formatting, and spreadsheets. It has a full-size HDMI port if you need to connect to an external display for presentations, but it lacks USB-A ports, so you'll likely need dongles for your wired peripherals.",8.4,"The Apple MacBook Pro 14 (2021) is a premium laptop available with Apple's M1 Pro and M1 Max SoCs (System on a Chip). It looks nearly identical to its bigger brother, the Apple MacBook Pro 16 (2021), and it feels equally well-built with a full aluminum chassis. Its sharp Mini LED display can ramp up the refresh rate adaptively up to 120Hz to make motion appear smoother, and it can produce deep blacks and bright highlights to deliver a fantastic HDR experience. It also has a wide color gamut, making it suitable for content creators. The keyboard feels comfortable and doesn't cause fatigue over time, its haptic touchpad is large and responsive, and the webcam's video quality is outstanding. Apple's M1 Pro and M1 Max SoCs can handle demanding workloads like video editing and 3D animation, and thanks to their incredible power efficiency, the battery lasts over 12 hours of light productivity and 9 hours of video playback. Unfortunately, the only user-replaceable part is the battery, so there's no way to upgrade any components later on."
Framework Laptop 13 (2021),"The Framework Laptop 13 2021 is great for school use. It's well-built and very portable, and its battery lasts over 11 hours of light productivity, enough to comfortably get you through a typical school day. The display is sharp, the keyboard doesn't cause fatigue, and the touchpad is large and responsive. Its Intel 11th Gen processor and integrated graphics can handle tasks like web browsing and text formatting. However, it isn't ideal for demanding workloads like graphic design or 3D animation.",8.3,"The Framework Laptop 13 2021 is okay for gaming. Its Intel 11th Gen CPU performs well; however, its integrated graphics can't handle demanding games. You can run some older or lighter titles, but you'll have to play at low graphical settings to achieve playable frame rates in most instances. Also, it has a 60Hz display with a slow response time and no VRR support to reduce screen tearing.",6.5,"The Framework Laptop 13 2021 is decent for media consumption. It's a very portable laptop, thanks to its thin and light design, and its battery life is excellent, lasting over 8 hours of video playback. The display is very sharp, but because it has a 3:2 aspect ratio, you'll almost always have black bars at the top and bottom of the screen. It's also an IPS panel with a relatively low contrast ratio, so it isn't the best option for dark room viewing. The speakers sound good as far as laptops go, but they don't get very loud.",7.4,"The Framework Laptop 13 2021 is good as a workstation. Its Intel 11th Gen processor has exceptional single-thread performance, but it can't match the multi-thread performance of H-series mobile workstation CPUs with more cores and threads. Also, its integrated graphics' performance is limited, so it isn't ideal for graphically demanding tasks like video editing or 3D animation. On the upside, it's easy to access the internals for repairs and upgrades, and its port selection is excellent as you can swap out the expansion cards as needed.",7.8,"The Framework Laptop 13 2021 is great for business use. It's a thin and light laptop that's easy to carry around, with a battery that lasts easily through a typical 8-hour workday of light productivity. The screen displays sharp images and text, the keyboard is comfortable to type on, and the touchpad tracks well. The webcam's video quality is excellent, but the microphone is too loud and picks up some background noise. Its port selection is excellent, as you can swap out the expansion cards on the fly to suit your needs. Its Intel 11th Gen processor can handle most productivity tasks like web browsing, text formatting, spreadsheets, and presentations. Unfortunately, the fans are pretty loud under load, which might bother some people in a quiet office.",8.3,"The Framework Laptop 13 (2021) is a 13.5 inch ultraportable laptop that focuses on repairability, upgradeability, and modularity. It's a thin and light device that's easy to carry around, and it feels very well-built, sporting an all-metal chassis. It has a sharp 3:2 display, a comfortable keyboard, a large touchpad, and an excellent webcam. Its modular I/O system lets you swap out the ports on the fly, and you can also use it to increase storage space. You can purchase a pre-configured model or go the DIY route, allowing you to choose each component individually to suit your needs. The internals are easy to access if you want to upgrade later on, and there are even guides online to walk you through the process. It's available with Intel 11th Gen processors that perform well in light to moderately intensive workloads but aren't ideal for demanding tasks like gaming or video editing. Unfortunately, there aren't any dedicated GPU options to boost graphical performance. Neither the CPU nor the integrated GPU throttle under load; however, the fans are loud and can be annoying in a quiet room. Battery life is excellent as it lasts over 11 hours of light productivity and 8 hours of video playback."
HP Pavilion Gaming Laptop 15 (2021),"The HP Pavilion Gaming Laptop is adequate for school use. It has a well-built, solid chassis, a very good keyboard that doesn't feel tiring to type on over time, and a touchpad that tracks movements well. Additionally, it's available with amazingly fast AMD CPUs and dedicated NVIDIA GPUs, great for students who edit video or work with 3D renders. Unfortunately, it's on the bulkier and heavier side, making it a little difficult to carry around everywhere. Also, its battery lasts only a little over six hours of light productivity, so you'll also need to bring its dedicated barrel-plug charger since you can't charge via USB-C. Its screen doesn't get bright enough for comfortable use outdoors, and its microphone records bad-sounding audio.",6.7,"The HP Pavilion Gaming Laptop is decent for playing games. Its H-series AMD Ryzen CPUs and dedicated NVIDIA GPUs run modern AAA games decently well, although you'll need to opt for the more powerful RTX 3050 or 3050Ti GPUs if you want smoother gameplay at maximum graphical settings. It barely throttles, meaning you can play at maximum performance for extended periods. The port selection should be enough for all your peripherals, including a dedicated HDMI 2.0 port to output to an external display. Additionally, you can upgrade the RAM and 2.5 inch storage drive. Unfortunately, it gets hot and loud under load. You can opt for a 144Hz display if you prefer a smoother experience.",7.2,"The HP Pavilion Gaming Laptop is mediocre for multimedia use. While its 15 inch 1080p monitor looks decently sharp, it looks washed out and doesn't get very bright. This means it can't provide a satisfactory HDR viewing experience, and it also isn't suitable for use in very brightly lit rooms as it can't fully overcome glare. It can barely get through a single full-length film on battery power, so you'll need to keep it plugged in if you expect to binge a TV series. Additionally, its speakers don't get very loud and are heavy in the low treble, so content might not sound as rich.",6.1,"The HP Pavilion Gaming Laptop is great for workstation use. It scores amazingly well in benchmarks and is very well suited for running 3D rendering tasks, making it a compelling option for people who work in 3D modeling or animation. Additionally, there's very little throttling over time, so the laptop stays near its full performance during extended rendering or computational workloads. You can opt for the more powerful Ryzen 7 5800H if you need more CPU power for highly threaded tasks, while the higher-end RTX 3050 and 3050Ti will provide a sizable boost in ray-traced renders and neural network dataset training.",8.3,"The HP Pavilion Gaming Laptop is satisfactory for business use. It feels well built despite its entirely plastic chassis, and you can get it with optional white backlighting if the green accents are too much for you. Its keyboard keys are well spaced and don't cause fatigue when typing over extended periods, and there's a Numpad for easy number input if you work frequently in spreadsheets. There's a decent port selection, enough to output to an external display and hook up some wired peripherals, and it provides more than enough performance for even the heaviest multitaskers. Unfortunately, it isn't very portable, and its battery can't last through a full workday. Also, the webcam loses most fine details, and the built-in microphone records muffled, nasally audio, so it isn't optimal for video conferences.",7.2,"The HP Pavilion Gaming Laptop 15 (2021) is an entry-level gaming laptop that's available with AMD Ryzen 5000-series CPUs and dedicated NVIDIA GPUs. It's made entirely of plastic, yet it feels well built and solid. It's also very easy to access the internals if you need to upgrade the RAM or add a 2.5 inch hard drive. The user experience is decent overall: the keys on the keyboard are well spaced and have a good amount of travel, and there's a Numpad if you often do calculations or work in spreadsheets. Its touchpad tracks movements well, although it has some trouble with multi-touch gestures. There's a decent selection of ports, including a dedicated HDMI 2.0 port and three total USB ports to connect all your peripherals, but its single USB-C port only supports data transfer and video output, so you can't use it to charge the laptop. Unfortunately, the screen looks washed out due to its narrow color gamut, and it doesn't get bright enough for use outdoors or in bright rooms. Also, it has poor battery life and can't get through a full workday, and it gets noticeably hot and very loud under load. You'll likely need a dedicated microphone for video conferences as the built-in microphone records muffled, nasally audio."
Apple MacBook Pro 16 (2021),"The Apple MacBook Pro is excellent for school use. It feels exceptionally well-built thanks to its full-aluminum chassis, and its battery lasts easily through a typical school day with plenty of charge to spare. It's on the heavy side, though, so it's a bit cumbersome to carry around. The display gets bright enough to combat glare, the keyboard feels great to type on, and the touchpad is responsive. Its M1 SoC can handle graphically demanding workloads, making it suitable for students in fields like graphic design or 3D animation.",8.6,"The Apple MacBook Pro has the hardware to run demanding games; however, very few games are optimized for its ARM-based M1 SoC, and running games through Rosetta 2 may result in poor performance or graphical glitches. Also, the response time is quite slow even though it has a 120Hz panel, resulting in noticeable ghosting in fast-moving scenes. On the upside, there's very little performance loss over time, and it doesn't get overly hot or loud under load.",8.0,"The Apple MacBook Pro is great for media consumption. It has a sharp and colorful display that gets bright enough for a true HDR experience, and thanks to its Mini LED backlight providing local dimming, it can display deep blacks. The speakers get reasonably loud, and they sound full and well-balanced with minimal compression artifacts. Battery life is excellent as it lasts over 8 hours of video playback, enough time to get through a couple of movies and TV show episodes. As for portability, it's relatively thin and compact for a 16 inch device, but it's on the heavy side.",8.3,"The Apple MacBook Pro is excellent as a workstation. Its M1 Max SoC can handle nearly all types of workloads, including demanding tasks like video editing and 3D rendering. It also doesn't get overly hot or loud under load and doesn't throttle much over time. It has plenty of ports, including a full-size HDMI, USB-Cs with Thunderbolt 4 support, and an SD card reader, though you'll still need dongles for your USB-A peripherals. Unfortunately, you can't upgrade the memory or storage after purchase as the battery is the only user-replaceable part.",8.7,"The Apple MacBook Pro is great for business use. Even though it's slightly heavy, it's still fairly thin and compact for a 16 inch device and should fit into most bags. The keyboard feels comfortable to type on, the touchpad is gigantic and responsive, and the webcam's video quality is excellent. Its port selection includes a full-size HDMI port should you need to connect to an external display for presentations, but you'll still need dongles for your USB-A peripherals. Its M1 Max SoC can handle most tasks like text formatting, web browsing, and spreadsheets with ease, and thanks to its power efficiency, the battery lasts easily through a typical 8-hour day with plenty of charge to spare.",8.4,"The Apple MacBook Pro 16 (2021) is a premium laptop featuring Apple's M1 Pro and M1 Max SoCs (System on a Chip). It has a 16 inch display like its predecessor, the Intel-based Apple MacBook Pro 16 (2019); however, this newer model has a Mini LED backlight, and it can adaptively ramp up the refresh rate up to 120Hz for smoother motion. The display is sharp and color-accurate, and it gets more than bright enough to deliver a true HDR experience. The keyboard feels great to type on, the touchpad is large and responsive, and the webcam's video quality is outstanding, producing a well-exposed and detailed image for video calls. It has a wide port selection, including a full-size HDMI port, USB-Cs with Thunderbolt 4 support, and an SD card reader. Its M1 Max SoC can handle nearly every type of workload with ease, and due to its power efficiency, the battery life is fantastic, lasting 15 hours of light productivity. Although the M1 chip has enough graphical horsepower to run demanding games, performance can vary wildly as very few games are optimized for its ARM-based SoC. Also, the display's response time is slow, causing noticeable blur trails behind fast-moving objects."
HP Pavilion x360 14 (2021),"The HP Pavilion x360 14 is satisfactory for school use. Its build quality is decent, and it feels solid despite being made almost entirely of plastic. It's also lightweight and compact, making it easy to carry around. The touchpad tracks movements and gestures decently well, and the microphone picks up voices loud and clear. Unfortunately, the battery lasts only a little over seven hours of light productivity, so you might need to plug it in during long days. Also, the keyboard feels good to type on, but since it has a heavy operating force, it's somewhat tiring to type on for extended periods.",7.0,"The HP Pavilion x360 14 is sub-par for gaming. You can't get it with any dedicated GPU options, so it performs poorly in graphically intensive games. However, the integrated Iris Xe Graphics G7 on the i5 and i7 models can likely handle lighter and older titles. Unfortunately, the screen is limited to a 60Hz refresh rate and doesn't support any VRR technology. On the upside, there are enough ports to output to an external display and use wired peripherals without needing dongles or adapters.",5.4,"The HP Pavilion x360 14 alright for multimedia use. Its speakers get decently loud, with a neutral profile and almost no compression at maximum volume, so content sounds rich and varied. You can flip the screen all the way around to use it in tablet mode, and since it's compact and lightweight, you can easily bring it around with you. Its 1080p display is sharp, but unfortunately, it looks washed out and doesn't get bright enough to overcome glare in very bright surroundings. Also, its battery only lasts comfortably through two feature-length films, so you'll need to plug in if you intend to binge-watch your favorite TV series.",6.8,"The HP Pavilion x360 14 is adequate overall as a workstation. All variants have fast SSDs that make booting the laptop and loading applications take a short time. You can get it with up to a quad-core Intel Core i7-1165G7, which provides a good amount of performance for CPU-heavy workloads. It also doesn't lose much performance over time. Unfortunately, you can't get it with any dedicated GPUs, so it performs poorly in GPU-heavy tasks like particle simulations.",6.8,"The HP Pavilion x360 14 is decent for business use. It has a plastic construction that feels solid and decently well built, with a matte metallic-looking finish. The keyboard keys are well spaced and don't take long to get used to, although the heavy operating force can tire your fingers out after long typing sessions. The touchpad feels smooth and tracks movements and gestures decently well. There are also enough ports to output to an external display and use multiple wired peripherals without needing dongles or adapters. Unfortunately, the battery doesn't last a full 8-hour workday, meaning you'll need to plug it in at some point. Also, the webcam loses out on almost all fine details, meaning you won't look your best during video calls.",7.1,"The HP Pavilion x360 14 (2021) is a convertible laptop with a 360-degree hinge that's available in a variety of different configurations. Its plastic chassis feels solid and decently built, and since it's lightweight and compact, it's easy to bring along with you. The user experience is decent overall thanks to its smooth touchpad, good-sized keyboard, and decently loud, neutral-sounding speakers. The port selection is great, including a dedicated HDMI port and a single USB-C port that supports USB Power Delivery and display out. Sadly, the battery doesn't last a full 8-hour workday, so you'll need to plug it in at some point. While its IPS display has decent viewing angles overall, it looks washed out and doesn't get bright enough to overcome glare. The microphone picks up voices loudly and clearly, but the webcam is very grainy and loses out on fine details. There aren't any variants with a dedicated GPU, so it isn't suited for AAA gaming."
HP Chromebook x360 14 (2021),"The HP Chromebook x360 14 is alright for school use. Its great portability and good build quality mean you can easily carry it around in a bag without worrying about it getting jostled. Unfortunately, its sub-par max brightness and disappointing reflection handling mean you can't see the contents of the screen while outdoors during the day. Also, its webcam is too bright, loses fine details, and has a slight fisheye effect that distorts your face. On the bright side, its keyboard and touchpad feel good to use, and its battery lasts over eight hours of light productivity before needing to plug it in. You can also buy the HP Active Pen separately to take notes directly on the screen.",6.5,"The HP Chromebook x360 14 is a poor laptop for gaming. Its display maxes out at 60Hz and doesn't support any variable refresh rate technology. There aren't any upgradeable parts, and it's only available with power-efficient Intel Celeron or Pentium Silver CPUs without an option for a dedicated GPU, so it can't properly run graphically demanding games. Also, it runs Chrome OS, so it isn't compatible with DirectX games developed for Windows.",4.2,"The HP Chromebook x360 14 is sub-par for multimedia use. Its speakers don't get very loud, and since they fire upwards through the keyboard deck, audio can sound muffled if you watch content in tablet mode. Its TN screen's low pixel density means you can see individual pixels even from a normal distance. It also doesn't get very bright, looks washed out, and doesn't handle reflections very well, so it isn't a good choice for use in bright environments. We suggest you opt for variants with the sharper 1080p IPS panel if you care about image quality. Fortunately, it's easy to carry around, and its battery comfortably lasts through three feature-length films before you need to recharge.",5.5,"The HP Chromebook x360 14 is poor for use as a workstation. While its Intel Celeron or Pentium Silver CPUs are more than enough to run the OS smoothly, they aren't meant to run demanding workloads like 3D rendering or large physics simulations. Also, its eMMC storage drive is slow to read and write data, and there aren't any replaceable parts.",4.0,"The HP Chromebook x360 14 is passable for business use. It has great portability, with a metal top shell and keyboard deck that feel well built. Its keyboard has a good amount of travel and doesn't cause fatigue even over extended periods of use, and the touchpad tracks movements and gestures well. Also, its battery lasts through a full 8-hour workday of light productivity. However, its port selection is only alright, so you'll likely need to use a dongle or hub for multiple wired peripherals. Unfortunately, its webcam is too bright, and its fisheye effect can distort your face in video conferences.",6.2,"The HP Chromebook x360 14 (2021) is a budget convertible Chrome OS laptop with a 360-degree hinge. It has great portability, and its metal top shell and keyboard deck contribute to its good build quality. Its keyboard feels good to type on and doesn't cause fatigue over long periods, while its touchpad tracks movements and gestures well. It's also completely silent since it's fanless, and it doesn't get hot even under load. Its battery can last through a full 8-hour workday before needing to recharge, although you need to bring the power adapter with you if you plan to do any demanding work. It has a reasonable port selection, but you'll still need a dongle for multiple wired peripherals. Unfortunately, its TN panel has a noticeably low resolution, looks washed out, and doesn't get bright enough to overcome glare. Also, its webcam captures an overly bright image, loses out on fine details, and exhibits a fisheye effect that distorts your face in video calls."
ASUS X515 (2020),"The ASUS X515 is mediocre for school use. It feels reasonably well-built despite an all-plastic chassis, and its thin and light design makes it easy to bring around. However, its short battery life means you have to carry the charger as well. Unfortunately, the screen is too dim for use in well-lit settings, the keyboard lacks backlighting, and the webcam video quality is bad. Its Intel 10th Gen processor and integrated graphics can handle most student workloads like text formatting and web browsing, but they aren't powerful enough for demanding tasks like 3D rendering.",6.1,"The ASUS X515 is inadequate for gaming. It's only available with a low-power Intel 10th Gen CPU, coupled with an integrated or entry-level discrete GPU, which aren't powerful enough to handle graphically demanding games. It also has a 60Hz panel with a slow response time and no VRR support. On the bright side, it doesn't get too hot or throttle under load, and its internals are easy to access should you want to upgrade the memory or storage.",5.3,"The ASUS X515 is inadequate for media consumption. Its 720P TN panel looks dim, washed out, and inaccurate, with narrow viewing angles that make it unsuitable for sharing content. It also has a poor contrast ratio, so it isn't the best for dark room viewing. The speakers sound good but don't get very loud, and the battery only lasts long enough for one or two movies at most.",5.1,"The ASUS X515 is sub-par for use as a workstation. You can only configure it with a low-power Intel 10th Gen CPU, along with integrated graphics or an entry-level NVIDIA discrete GPU, which aren't ideal for demanding workloads like video editing and 3D rendering. Additionally, its port selection is mediocre because you can't use the USB-C port for charging or video output, and its HDMI port is limited to the HDMI 1.4 standard. Its NVMe SSD is very fast, though, and it doesn't get overly hot or throttle under load.",5.7,"The ASUS X515 is mediocre for business use. It has a thin and light design that makes it easy to carry around for business trips. However, its battery life is short, which means you have to plug it in at some point in a typical 8-hour workday. Unfortunately, it has a dim screen that isn't ideal for well-lit settings, its keyboard only provides an okay typing experience, and its webcam's video quality is bad due to its low resolution. It also has a mediocre port selection because its USB-C port doesn't support charging and video output, and its HDMI port is limited to the HDMI 1.4 standard.",6.1,"The ASUS X515 is a budget Windows laptop with a 15.6 inch display. It has an all-plastic construction that feels reasonably well-built, with a thin and light design that makes it very portable. Its full-size keyboard includes a numpad and provides an okay typing experience; however, its lack of backlighting makes it hard to use in dark settings. Unfortunately, the screen looks dim and washed out, and the webcam doesn't capture any fine details due to its low resolution. Also, its battery doesn't last long enough to get you through a typical 8-hour day, and although it has a USB-C port, you can't use it to charge the laptop or connect an external display. Its Intel 10th Gen processor and integrated graphics can handle light workloads like web browsing and video playback with ease, but it isn't ideal for heavy tasks like video editing or 3D rendering. On the upside, it doesn't get overly hot or throttle under load."
ASUS VivoBook Flip 14 (2020),"The ASUS VivoBook Flip 14 is mediocre for school use. It's a thin and light laptop that's easy to carry around, with a battery that lasts easily through a typical school day. Unfortunately, the build quality feels cheap, the touchpad doesn't track well, and the keyboard typing experience is only passable because the keys are unstable. Also, the screen doesn't get very bright, so it isn't the best option for use in well-lit settings or outdoors. Its Intel Pentium CPU can handle simple tasks like text formatting and web browsing, but it isn't ideal for heavier workloads like graphic design or 3D animation.",6.1,"The ASUS VivoBook Flip 14 is bad for gaming. Its Intel Pentium CPU and integrated graphics aren't powerful enough to run any games except for the most basic ones from the Windows Store. Additionally, some games don't work because it only has 4GB of RAM, and the display is limited to 60Hz with no VRR support. It doesn't throttle under load, though, and it doesn't get too hot either.",4.4,"The ASUS VivoBook Flip 14 is inadequate for media consumption. It's a very portable device that you can also use in tablet or tent mode for viewing content, but its battery life isn't great as it only lasts a little more than five hours for video playback. The speakers sound quiet and treble-heavy, and the screen looks dim and dull. You can get this laptop with a brighter and sharper 1080p IPS display, but it also has the same advertised color gamut, so colors will still look washed out.",5.3,"The ASUS VivoBook Flip 14 is bad for use as a workstation. It's only available with low-power Intel Pentium and Celeron CPUs and integrated graphics, which aren't powerful enough to handle demanding workloads like video editing or 3D animation. It's also limited to 4GB of RAM because the memory is soldered onto the motherboard and isn't user-upgradeable. On the upside, it doesn't get hot under load, is silent because it's fanless, and doesn't lose performance over time.",3.9,"The ASUS VivoBook Flip 14 is inadequate for business use. Although it's a very portable device with great battery life, it doesn't offer a great user experience overall because the screen looks dim and dull, the keys aren't stable, and the touchpad doesn't track well. Also, the webcam's video quality is bad, and its terrible port selection means you'll have to carry dongles. Its Intel Pentium CPU is okay for simple productivity tasks like web browsing, text formatting, and spreadsheets. However, you have to be fairly conservative in the number of applications you open simultaneously because it's limited to 4GB of RAM.",5.2,"The ASUS VivoBook Flip 14 (2020) is a 2-in-1 convertible Windows laptop. It's a very portable device because it's thin and light, and its battery lasts easily through a typical 8-hour day with charge to spare. However, the touchpad is small and doesn't track well, and because the keys feel unstable, the typing experience is only passable. Also, its plastic chassis feels cheaply made, and the port selection is terrible, which means you'll likely need to carry dongles or a dock for your wired peripherals. The display looks dim and dull, with awful color accuracy out of the box, and the speakers sound quiet and treble-heavy. It has an Intel Pentium CPU that can only handle basic tasks like web browsing and media playback, so it isn't ideal for demanding workloads like video editing and gaming."
Lenovo Chromebook Flex 5 (2020),"The Lenovo Chromebook Flex 5 is alright for school use. It's lightweight and portable enough to easily stow in a small bag, and since it's sturdy, you don't need to worry about it getting jostled around. It has a good keyboard that feels nice to type on and doesn't cause fatigue over long periods, and the battery lasts a little over seven hours of light productivity. Unfortunately, the touchpad's tracking is only alright, and the webcam and microphone don't provide the best quality for online classes. Additionally, the screen doesn't get very bright, so you can't use the laptop to work outdoors in broad daylight.",6.7,"The Lenovo Chromebook Flex 5 performs poorly for gaming. Since it's a Chrome OS device, it can't run DirectX games like Destiny 2 or Apex Legends. It's best suited for playing Google Play Store games and Linux games, but since there aren't any variants with a dedicated GPU, it can't run graphically demanding games smoothly. Also, the screen maxes out at 60Hz, and there's no VRR support, but this is typical of most Chromebooks. On the bright side, it remains quiet and doesn't get too hot under load.",3.8,"The Lenovo Chromebook Flex 5 is an unremarkable laptop for watching media. Its glossy screen doesn't get bright enough to overcome direct reflections, and it looks washed out, making content look dull. Additionally, the battery can't make it through two feature-length films before it needs to be plugged in. Although the speakers get decently loud, they still sound disappointing overall. On the bright side, you can flip the screen all the way around to use the laptop in tablet mode, and it's easy to carry around since it's very lightweight.",6.4,"The Lenovo Chromebook Flex 5 performs terribly as a workstation. The port selection is disappointing, with no option to output to an external monitor, and you'll likely need to use a dongle or hub for multiple wired peripherals. Neither the Intel Celeron nor the Core i3 models are well suited for demanding workloads like 3D modeling or physics simulations, and the eMMC drive in our unit is awfully slow. However, you can get it with a significantly faster SSD that will boot the laptop, launch apps, and transfer files very quickly. If you decide to use it for workstation tasks, it fortunately doesn't get hot or loud under load.",3.0,"The Lenovo Chromebook Flex 5 is a mediocre business laptop. Its battery doesn't last a full workday, so you need to bring along its USB-C power adapter. Its port selection is sub-par, with no support for video output, and you'll likely need to use a dongle or USB hub for multiple wired peripherals. Also, the webcam and microphone are only okay, meaning you won't look or sound your best during business meetings. On the bright side, it's easy to bring around in a small laptop bag since it's lightweight and compact, and its build quality is great. The keyboard feels good to type on and doesn't cause fatigue over long periods. Although the Intel Celeron variants are fine for light productivity tasks, you'll get a smoother experience with the Core i3 models if you need to multitask often.",6.3,"The Lenovo Chromebook Flex 5 (2020) is a very well-built Chrome OS convertible with a 360-degree hinge. It's very lightweight and compact, so you can easily bring it around to do work on the go. The keyboard feels good to type on, with a good amount of travel, and it doesn't cause fatigue. Its 1080p screen displays crisp images and text, but sadly, it doesn't get bright enough to overcome reflections and looks washed out due to its narrow color gamut. Unfortunately, its speakers get loud but don't sound very good, the webcam loses out on fine details, and the microphone is staticky and records hollow-sounding speech. The port selection is sub-par, with no option to output to an external monitor, while the battery doesn't last long enough to get through a full workday. It's only available with power-efficient Intel CPUs, which perform fine for light productivity tasks and video playback but stutter if you have lots of browser tabs open. Neither CPU option is suited for heavy workloads like physics simulations and 3D renders."
Lenovo Chromebook C340 15 (2020),"The Lenovo Chromebook C340 is good for school use. It's a well-built laptop that's easy to carry around thanks to its thin profile, and it has a battery that lasts easily through a typical school day with plenty of charge to spare. The keyboard feels great to type on, and the touchpad is responsive to all movements and gestures even though it's a bit small. Its Intel CPU is powerful enough to handle general productivity tasks like web browsing and text formatting. However, it isn't ideal for demanding workloads, which might disappoint students in more technical fields like 3D animation or engineering.",7.5,"The Lenovo Chromebook C340 is bad for gaming. You can only configure it with a low-power CPU and integrated graphics, which are only powerful enough to handle mobile games from the Google Play Store. Additionally, it has a 60Hz display with a slow response time, and because it runs Chrome OS, you can't install any DirectX games. On the upside, its thermal and noise performance is outstanding as it doesn't get hot or loud under load.",4.1,"The Lenovo Chromebook C340 is decent for media consumption. As it's a 2-in-1 convertible, you can view content in tent or tablet mode to save space, which might come in handy on flights with tiny table trays. The battery life for video playback is outstanding, lasting long enough to get you through at least a couple of movies and TV show episodes. Unfortunately, the display looks washed out and doesn't get bright enough to overcome glare in well-lit settings. Also, while the speakers sound decent overall, they don't get very loud.",7.1,"The Lenovo Chromebook C340 is bad for use as a workstation. It runs Chrome OS, meaning you can't install any x86 applications. Even if you can run Linux programs in a container, it doesn't have enough processing power to handle demanding workloads like video editing or 3D animation. It's also limited to 4GB of RAM and has a slow storage drive. It doesn't get hot or loud under load, though, and it has a reasonable number of ports.",4.4,"The Lenovo Chromebook C340 is okay for business use. It has a thin profile that makes it portable, and its battery lasts easily through a typical 8-hour day of light productivity with plenty to spare. The keyboard doesn't feel tiring to type on for extended periods, and although the touchpad is a bit small, it tracks movements and gestures well. Its Intel CPU can handle light productivity tasks like text formatting and web browsing, but it isn't ideal for demanding workloads. Unfortunately, the webcam's video quality is only passable as the image is underexposed, and the microphone sounds quiet.",6.9,"The Lenovo Chromebook C340 15 (2020) is a 2-in-1 convertible laptop with a 360-degree hinge. It has a thin profile that makes it portable, and it feels impressively well-built, with a finish that doesn't scratch easily. Its battery life is outstanding, lasting over twelve hours of light productivity and nearly eight hours of video playback. The keyboard feels great to type on for extended periods, and although the touchpad is small, it's responsive to all movements and gestures. As it's a Chrome OS device with a low-power Intel CPU, it can only handle simple tasks like web browsing and media consumption, so it isn't ideal for any demanding workloads like video editing or 3D animation. Unfortunately, the display looks washed out and doesn't get bright enough to combat glare. Also, the webcam's image looks dim, and audio through the microphone sounds staticky."
